nodo_name,pid,name_pid
nitro5,1082897,java
nitro5,1082897,java
nitro5,1088614,java
nitro5,1088614,java
nitro5,1091,mysqld
nitro5,1201,dockerd
nitro5,1412,containerd
nitro5,1794,containerd-shim
nitro5,285127,containerd-shim
nitro5,285311,java
nitro5,285311,java
nitro5,991835,containerd
nitro5,992258,containerd-shim
nitro5,992262,containerd-shim
nitro5,992292,containerd-shim
nitro5,992296,containerd-shim
nitro5,992485,kube-apiserver
nitro5,992485,kube-apiserver
nitro5,992501,kube-scheduler
nitro5,992504,kube-controller
nitro5,992701,kubelet
nitro5,992803,containerd-shim
nitro5,992850,kube-proxy
nitro5,992850,kube-proxy
nitro5,993587,containerd-shim
nitro5,994168,calico-node
nitro5,994169,calico-node
nitro5,994170,calico-node
nitro5,994173,calico-node
nitro5,994174,calico-node
nitro5,994175,calico-node
nitro5,994608,bird6
nitro5,994609,bird
nitro5,994817,containerd-shim
nitro5,994869,kube-controller
aspire,1443,dockerd
aspire,4083562,containerd-shim
aspire,4083624,containerd-shim
aspire,4084195,java
aspire,4084195,java
aspire,4084483,java
aspire,4084483,java
aspire,4104944,containerd-shim
aspire,4104999,coredns
aspire,5336,containerd
aspire,5622,kubelet
aspire,5674,containerd-shim
aspire,5676,containerd-shim
aspire,5792,kube-proxy
aspire,5792,kube-proxy
aspire,6326,calico-node
aspire,6327,calico-node
aspire,6328,calico-node
aspire,6329,calico-node
aspire,6331,calico-node
aspire,6332,calico-node
aspire,6518,bird6
aspire,6519,bird
aspire,7370,containerd-shim
aspire,7435,kube-scheduler
scorpius,2562,containerd
scorpius,2810,kubelet
scorpius,2859,containerd-shim
scorpius,2860,containerd-shim
scorpius,2964,kube-proxy
scorpius,2964,kube-proxy
scorpius,310642,containerd-shim
scorpius,310747,java
scorpius,310747,java
scorpius,310791,containerd-shim
scorpius,310905,java
scorpius,310905,java
scorpius,310936,containerd-shim
scorpius,311157,containerd-shim
scorpius,311608,mysqld
scorpius,311779,java
scorpius,311779,java
scorpius,3408,calico-node
scorpius,3409,calico-node
scorpius,3410,calico-node
scorpius,3411,calico-node
scorpius,3412,calico-node
scorpius,3413,calico-node
scorpius,3636,bird6
scorpius,3637,bird
leo02,3845956,containerd-shim
leo02,3846052,java
leo02,3846052,java
leo02,3867454,containerd-shim
leo02,3867534,coredns
leo02,4002,containerd
leo02,4149,kubelet
leo02,4236,containerd-shim
leo02,4237,containerd-shim
leo02,4344,kube-proxy
leo02,4344,kube-proxy
leo02,4810,calico-node
leo02,4811,calico-node
leo02,4813,calico-node
leo02,4814,calico-node
leo02,4816,calico-node
leo02,4817,calico-node
leo02,5017,bird
leo02,5018,bird6
